Transcription,Spelling,Word,BiphonProb,Frequency,is_capital,count,repeated
S.T.AH.M.B.AH.L,stumble,stumble,0.011794824,1.96,TRUE,1,
S.T.AH.M.B.AH.L.D,stumbled,stumbled,0.010757707,3.98,TRUE,1,
S.T.AH.M.B.AH.L.Z,stumbles,stumbles,0.010778825,0.45,TRUE,1,
S.T.AH.M.B.AH.L.IH.NG,stumbling,stumbling,0.015503001,1.12,TRUE,1,
S.T.AH.M.P,stump,stump,0.007871941,2.45,TRUE,1,
S.T.AH.M.P.T,stumped,stumped,0.007124212,1.2,TRUE,1,
S.T.AH.M.P.ER,stumper,stumper,0.006500506,0.04,TRUE,1,
S.T.AH.M.P.IH.NG,stumping,stumping,0.010795009,0.04,TRUE,1,
S.T.AH.M.P.S,stumps,stumps,0.006689943,0.55,TRUE,1,
S.T.AH.N,stun,stun,0.010731419,1.88,TRUE,1,
S.T.AH.NG,stung,stung,0.008279467,1.53,TRUE,1,
S.T.AH.NG.K,stunk,stunk,0.007486611,0.9,TRUE,1,
S.T.AH.N.D,stunned,stunned,0.010790478,3.71,TRUE,1,
S.T.AH.N.ER,Stunner,stunner,0.008515207,0.57,FALSE,1,
S.T.AH.N.IH.NG,stunning,stunning,0.017054276,4.1,TRUE,1,
S.T.AH.N.IH.NG.L.IY,stunningly,stunningly,0.01499382,0.25,TRUE,1,
S.T.AH.N.Z,stuns,stuns,0.008893223,0.14,TRUE,1,
S.T.AH.N.T,stunt,stunt,0.009574909,9.2,TRUE,1,
S.T.AH.N.T.IH.D,stunted,stunted,0.009188489,0.29,TRUE,1,
S.T.AH.N.T.S,stunts,stunts,0.009737938,1.92,TRUE,1,
S.T.UW.P.AH,stupa,stupa,0.006920886,0.02,TRUE,1,
S.T.UW.P.EH.N.D.AH.S,stupendous,stupendous,0.008519712,0.65,TRUE,1,
S.T.UW.P.AH.D,stupid,stupid,0.008236788,184.41,TRUE,1,
S.T.UW.P.IH.D.AH.S.T,stupidest,stupidest,0.008526215,2.37,TRUE,1,
S.T.UW.P.IH.D.IH.T.IY,stupidity,stupidity,0.00803932,3.2,TRUE,1,
S.T.UW.P.AH.D.L.IY,stupidly,stupidly,0.008761658,0.61,TRUE,1,
S.T.UW.P.ER,stupor,stupor,0.007100226,0.37,TRUE,1,
S.T.ER.D.IY.ER,sturdier,sturdier,0.005628153,0.02,TRUE,1,
S.T.ER.D.IY,sturdy,sturdy,0.006896634,1.69,TRUE,1,
S.T.ER.JH.AH.N,sturgeon,sturgeon,0.01706176,0.37,TRUE,1,
S.T.ER.JH.AH.N.Z,Sturgeons,sturgeons,0.015514944,0.1,FALSE,1,
S.T.AH.T.ER,stutter,stutter,0.010145499,1.88,TRUE,1,
S.T.AH.T.ER.IH.NG,stuttering,stuttering,0.012363014,0.96,TRUE,1,
S.T.AH.T.ER.Z,stutters,stutters,0.010181057,0.29,TRUE,1,
S.T.AY,sty,sty,0.01064867,0.37,TRUE,1,
S.T.IH.JH.IY.AH.N,Stygian,stygian,0.016512385,0.12,FALSE,1,
S.T.AY.L,style,style,0.007523549,30.08,TRUE,1,
S.T.AY.L.D,styled,styled,0.005916836,0.12,TRUE,1,
S.T.AY.L.Z,styles,styles,0.006313695,2.67,TRUE,1,
S.T.AY.L.IH.NG,styling,styling,0.015001855,0.84,TRUE,1,
S.T.AY.L.IH.SH,stylish,stylish,0.006485952,2.16,TRUE,1,
S.T.AY.L.IH.SH.L.IY,stylishly,stylishly,0.007432107,0.08,TRUE,1,
S.T.AY.L.IH.S.T,stylist,stylist,0.009189813,0.86,TRUE,1,
S.T.AY.L.IH.S.T.IH.K,stylistic,stylistic,0.01096433,0.02,TRUE,1,
S.T.AY.L.IH.S.T.IH.K.L.IY,stylistically,stylistically,0.012245779,0.02,TRUE,1,
S.T.AY.L.IH.S,stylists,stylists,0.006017711,0.25,TRUE,1,
S.T.AY.AH.L.AY.Z,stylize,stylize,0.010791117,0.02,TRUE,1,
S.T.AY.L.AY.Z.D,stylized,stylized,0.005387717,0.24,TRUE,1,
S.T.AY.L.AH.S,stylus,stylus,0.01092116,0.12,TRUE,1,
S.T.AY.M.IY,Stymie,stymie,0.005844628,0.16,FALSE,1,
S.T.AY.M.IY.D,stymied,stymied,0.00504218,0.27,TRUE,1,
S.T.AY.M.IY.Z,stymies,stymies,0.005598001,0.02,TRUE,1,
S.T.AY.R.IY.N,styrene,styrene,0.005900259,0.02,TRUE,1,
S.T.AY.R.AH.F.OW.M,Styrofoam,styrofoam,0.005061182,0.67,FALSE,1,
S.T.IH.K.S,Styx,styx,0.00819909,0.53,FALSE,1,
EH.S.Y.UW,Su,su,0.000797235,3.18,FALSE,1,
S.W.AA.V,suave,suave,0.001800724,0.92,TRUE,1,
S.AH.B,sub,sub,0.007640263,7.65,TRUE,1,
S.UW.B.AH,Suba,suba,0.002491168,0.04,FALSE,1,
S.AH.B.AH.S.EH.M.B.L.IY,Subassembly,subassembly,0.009307772,0.02,FALSE,1,
S.AH.B.AH.T.AA.M.IH.K,subatomic,subatomic,0.006396246,0.9,TRUE,1,
S.AH.B.D,subbed,subbed,0.00514997,0.16,TRUE,1,
S.AH.B.IH.NG,subbing,subbing,0.015485613,0.25,TRUE,1,
S.AH.B.CH.AE.P.T.ER,subchapter,subchapter,0.003949832,0.02,TRUE,1,
S.AH.B.K.AH.M.AE.N.D.ER,Subcommander,subcommander,0.005873419,0.06,FALSE,1,
S.AH.B.K.AH.M.IH.T.IY,subcommittee,subcommittee,0.008090511,0.84,TRUE,1,
S.AH.B.K.AH.M.IH.T.IY.Z,subcommittees,subcommittees,0.008019675,0.02,TRUE,1,
S.AH.B.K.AA.M.P.AE.K.T,subcompact,subcompact,0.002485805,0.06,TRUE,1,
S.AH.B.K.AA.N.SH.AH.S,subconscious,subconscious,0.007908215,2.63,TRUE,1,
S.AH.B.K.AA.N.SH.AH.S.L.IY,subconsciously,subconsciously,0.009733367,0.71,TRUE,1,
S.AH.B.K.AA.N.T.IH.N.AH.N.T,subcontinent,subcontinent,0.027846461,0.04,TRUE,1,
S.AH.B.K.AA.N.T.R.AE.K.T,subcontract,subcontract,0.004193435,0.08,TRUE,1,
S.AH.B.K.AA.N.T.R.AE.K.T.IH.D,subcontracted,subcontracted,0.007835014,0.12,TRUE,1,
S.AH.B.K.AH.N.T.R.AE.K.T.IH.NG,subcontracting,subcontracting,0.009816841,0.02,TRUE,1,
S.AH.B.K.AA.N.T.R.AE.K.T.ER,subcontractor,subcontractor,0.004134585,0.04,TRUE,1,
S.AH.B.K.AA.N.T.R.AE.K.T.ER.Z,subcontractors,subcontractors,0.00379017,0.08,TRUE,1,
S.AH.B.K.AA.N.T.R.AE.K.T.S,subcontracts,subcontracts,0.00536173,0.02,TRUE,1,
S.AH.B.K.AH.L.CH.ER,subculture,subculture,0.008693223,0.12,TRUE,1,
S.AH.B.K.AH.L.CH.ER.Z,subcultures,subcultures,0.008271753,0.02,TRUE,1,
S.AH.B.D.AH.V.AY.D,subdivide,subdivide,0.004317542,0.08,TRUE,1,
S.AH.B.D.IH.V.AY.D.IH.D,subdivided,subdivided,0.00399457,0.08,TRUE,1,
S.AH.B.D.IH.V.IH.ZH.AH.N,subdivision,subdivision,0.019385827,0.57,TRUE,1,
S.AH.B.D.IH.V.IH.ZH.AH.N.Z,subdivisions,subdivisions,0.020631417,0.04,TRUE,1,
S.AH.B.D.UW,subdue,subdue,0.004043133,0.8,TRUE,1,
S.AH.B.D.UW.D,subdued,subdued,0.003636023,0.63,TRUE,1,
S.AH.B.D.UW.IH.NG,subduing,subduing,0.007990346,0.04,TRUE,1,
S.AH.B.G.R.UW.P.S,subgroups,subgroups,0.002814596,0.08,TRUE,1,
S.AH.B.HH.Y.UW.M.AH.N,subhuman,subhuman,0.018093299,0.22,TRUE,1,
S.AH.B.JH.EH.K.T,subject,subject,0.006106559,36.96,TRUE,1,
S.AH.B.JH.EH.K.T.IH.D,subjected,subjected,0.007991287,1.51,TRUE,1,
S.AH.B.JH.EH.K.T.IH.NG,subjecting,subjecting,0.012920058,0.29,TRUE,1,
S.AH.B.JH.EH.K.T.IH.V,subjective,subjective,0.008114917,1.12,TRUE,1,
S.AH.B.JH.EH.K.T.IH.V.IH.T.IY,subjectivity,subjectivity,0.006370563,0.12,TRUE,1,
S.AH.B.JH.EH.K.S,subjects,subjects,0.005099321,6.96,TRUE,1,
S.AH.B.JH.AH.G.EY.T,subjugate,subjugate,0.004811865,0.02,TRUE,1,
S.AH.B.JH.AH.G.EY.T.IH.D,subjugated,subjugated,0.007245113,0.16,TRUE,1,
S.AH.B.L.IY.S,sublease,sublease,0.004844596,0.04,TRUE,1,
S.AH.B.L.IY.S.IH.NG,subleasing,subleasing,0.010466443,0.02,TRUE,1,
S.AH.B.L.EH.T,sublet,sublet,0.004181239,0.59,TRUE,1,
S.AH.B.L.AY.M,sublime,sublime,0.004178766,1.45,TRUE,1,
S.AH.B.L.IH.M.IH.N.AH.L,subliminal,subliminal,0.014198859,0.71,TRUE,1,
S.AH.B.L.IH.M.IH.N.AH.L.IY,subliminally,subliminally,0.016118092,0.14,TRUE,1,
S.AH.B.M.AH.SH.IY.N,submachine,submachine,0.003722748,0.29,TRUE,1,
S.AH.B.M.ER.IY.N,submarine,submarine,0.004159087,7.1,TRUE,1,
S.AH.B.M.ER.IY.N.Z,submarines,submarines,0.005366612,1.73,TRUE,1,
S.AH.B.M.ER.JH,submerge,submerge,0.003432859,0.39,TRUE,1,
S.AH.B.M.ER.JH.D,submerged,submerged,0.002922753,0.84,TRUE,1,
S.AH.B.M.ER.JH.AH.N.S,submergence,submergence,0.017141834,0.02,TRUE,1,
S.AH.B.M.ER.S,submerse,submerse,0.00361233,0.02,TRUE,1,
S.AH.B.M.ER.S.IH.B.AH.L,submersible,submersible,0.013261923,0.61,TRUE,1,
S.AH.B.M.ER.ZH.AH.N,submersion,submersion,0.01727303,0.08,TRUE,1,
S.AH.B.M.IH.SH.AH.N,submission,submission,0.0218921,1.08,TRUE,1,
S.AH.B.M.IH.SH.AH.N.Z,submissions,submissions,0.021776355,0.24,TRUE,1,
S.AH.B.M.IH.S.IH.V,submissive,submissive,0.005542887,0.88,TRUE,1,
S.AH.B.M.IH.T,submit,submit,0.00437145,5.53,TRUE,1,
S.AH.B.M.IH.T.S,submits,submits,0.005626616,0.14,TRUE,1,
S.AH.B.M.IH.T.AH.D,submitted,submitted,0.008748646,2.02,TRUE,1,
S.AH.B.M.IH.T.IH.NG,submitting,submitting,0.012305935,0.41,TRUE,1,
S.AH.B.AO.R.D.AH.N.AH.T,subordinate,subordinate,0.020171192,0.61,TRUE,1,
S.AH.B.AO.R.D.AH.N.EY.T.IH.D,subordinated,subordinated,0.021395005,0.14,TRUE,1,
S.AH.B.AO.R.D.AH.N.AH.T.S,subordinates,subordinates,0.021668855,0.57,TRUE,1,
S.AH.B.AO.R.D.AH.N.EY.T.IH.NG,subordinating,subordinating,0.02476602,0.02,TRUE,1,
S.AH.B.AO.R.D.AH.N.EY.SH.AH.N,subordination,subordination,0.041111258,0.06,TRUE,1,
S.AH.B.P.AA.R,subpar,subpar,0.003709495,0.08,TRUE,1,
S.AH.B.P.L.AA.T,subplot,subplot,0.003667474,0.12,TRUE,1,
S.AH.B.P.L.AA.T.S,subplots,subplots,0.004677291,0.02,TRUE,1,
S.AH.P.IY.N.AH,subpoena,subpoena,0.006296496,2.22,TRUE,1,
S.AH.P.IY.N.AH.D,subpoenaed,subpoenaed,0.00737752,1.06,TRUE,1,
S.AH.P.IY.N.AH.IH.NG,subpoenaing,subpoenaing,0.010713071,0.02,TRUE,1,
S.AH.P.IY.N.AH.Z,subpoenas,subpoenas,0.006193282,0.24,TRUE,1,
S.AH.B.Z,subs,subs,0.005372008,3,TRUE,1,
S.AH.B.S.K.R.AY.B,subscribe,subscribe,0.002642124,0.86,TRUE,1,
S.AH.B.S.K.R.AY.B.D,subscribed,subscribed,0.002367564,0.29,TRUE,1,
S.AH.B.S.K.R.AY.B.ER,subscriber,subscriber,0.002341234,0.41,TRUE,1,
S.AH.B.S.K.R.AY.B.ER.Z,subscribers,subscribers,0.002689901,0.25,TRUE,1,
S.AH.B.S.K.R.AY.B.IH.NG,subscribing,subscribing,0.00543557,0.08,TRUE,1,
S.AH.B.S.K.R.IH.P.SH.AH.N,subscription,subscription,0.027606212,1.33,TRUE,1,
S.AH.B.S.K.R.IH.P.SH.AH.N.Z,subscriptions,subscriptions,0.029205916,0.47,TRUE,1,
S.AH.B.S.EH.K.SH.AH.N,subsection,subsection,0.021623229,0.35,TRUE,1,
S.AH.B.S.AH.K.W.AH.N.T,subsequent,subsequent,0.0233913,1.25,TRUE,1,
S.AH.B.S.AH.K.W.AH.N.T.L.IY,subsequently,subsequently,0.026721823,1.14,TRUE,1,
S.AH.B.S.ER.V.IY.AH.N.S,subservience,subservience,0.019902713,0.14,TRUE,1,
S.AH.B.S.ER.V.IY.AH.N.T,subservient,subservient,0.022472859,0.47,TRUE,1,
S.AH.B.S.EH.T,subset,subset,0.004512769,0.12,TRUE,1,
S.AH.B.S.AY.D,subside,subside,0.003732674,0.39,TRUE,1,
S.AH.B.S.AY.D.IH.D,subsided,subsided,0.004847206,0.27,TRUE,1,
S.AH.B.S.AY.D.Z,subsides,subsides,0.004475238,0.24,TRUE,1,
S.AH.B.S.IH.D.IY.EH.R.IY.Z,subsidiaries,subsidiaries,0.004342108,0.1,TRUE,1,
S.AH.B.S.IH.D.IY.EH.R.IY,subsidiary,subsidiary,0.003542445,0.45,TRUE,1,
S.AH.B.S.AH.D.IY.Z,subsidies,subsidies,0.007504725,0.24,TRUE,1,
S.AH.B.S.AY.D.IH.NG,subsiding,subsiding,0.00968534,0.1,TRUE,1,
S.AH.B.S.IH.D.AY.Z,subsidize,subsidize,0.00433802,0.31,TRUE,1,
S.AH.B.S.IH.D.AY.Z.D,subsidized,subsidized,0.004083982,0.2,TRUE,1,
S.AH.B.S.IH.D.AY.Z.IH.Z,subsidizes,subsidizes,0.00365772,0.02,TRUE,1,
S.AH.B.S.IH.D.AY.Z.IH.NG,subsidizing,subsidizing,0.006838712,0.08,TRUE,1,
S.AH.B.S.IH.D.IY,subsidy,subsidy,0.004572757,0.1,TRUE,1,
S.AH.B.S.IH.S.T,subsist,subsist,0.008183156,0.06,TRUE,1,
S.AH.B.S.IH.S.T.AH.N.S,subsistence,subsistence,0.023999241,0.06,TRUE,1,
S.AH.B.S.OY.L,subsoil,subsoil,0.003179882,0.06,TRUE,1,
S.AH.B.S.T.AH.N.S,substance,substance,0.017682433,7.14,TRUE,1,
S.AH.B.S.T.AH.N.S.AH.Z,substances,substances,0.014621342,1.41,TRUE,1,
S.AH.B.S.T.AE.N.D.ER.D,substandard,substandard,0.0053943,0.43,TRUE,1,
S.AH.B.S.T.AE.N.CH.AH.L,substantial,substantial,0.013015259,3.57,TRUE,1,
S.AH.B.S.T.AE.N.CH.AH.L.IY,substantially,substantially,0.015052853,0.63,TRUE,1,
S.AH.B.S.T.AE.N.CH.IY.EY.T,substantiate,substantiate,0.004401656,0.39,TRUE,1,
S.AH.B.S.T.AE.N.CH.IY.EY.T.IH.D,substantiated,substantiated,0.008008532,0.14,TRUE,1,
S.AH.B.S.T.AE.N.CH.IY.EY.T.S,substantiates,substantiates,0.005551022,0.08,TRUE,1,
S.AH.B.S.T.AE.N.CH.IY.EY.SH.AH.N,substantiation,substantiation,0.030023516,0.1,TRUE,1,
S.AH.B.S.T.AH.N.T.IH.V,substantive,substantive,0.020515337,0.24,TRUE,1,
S.AH.B.S.T.EY.SH.AH.N,substation,substation,0.023078178,0.57,TRUE,1,
S.AH.B.S.T.AH.T.UW.T,substitute,substitute,0.008545538,4.67,TRUE,1,
S.AH.B.S.T.AH.T.UW.T.AH.D,substituted,substituted,0.010073507,0.37,TRUE,1,
S.AH.B.S.T.AH.T.UW.T.S,substitutes,substitutes,0.01009674,0.33,TRUE,1,
S.AH.B.S.T.IH.T.UW.T.IH.NG,substituting,substituting,0.009684576,0.35,TRUE,1,
S.AH.B.S.T.IH.T.UW.SH.AH.N,substitution,substitution,0.030059655,0.41,TRUE,1,
S.AH.B.S.T.IH.T.Y.UW.SH.AH.N.Z,substitutions,substitutions,0.037537046,0.18,TRUE,1,
S.AH.B.S.T.R.EY.T,substrate,substrate,0.006816462,0.04,TRUE,1,
S.AH.B.S.ER.F.AH.S,subsurface,subsurface,0.005511944,0.08,TRUE,1,
S.AH.B.S.IH.S.T.AH.M,subsystem,subsystem,0.008777241,0.12,TRUE,1,
S.AH.B.S.IH.S.T.AH.M.Z,subsystems,subsystems,0.007802013,0.08,TRUE,1,
S.AH.B.T.ER.F.Y.UW.JH,subterfuge,subterfuge,0.004416286,0.37,TRUE,1,
S.AH.B.T.ER.EY.N.IY.AH.N,subterranean,subterranean,0.021461862,0.65,TRUE,1,
S.AH.B.T.EH.K.S.T,subtext,subtext,0.006629213,0.63,TRUE,1,
S.AH.B.T.AY.T.AH.L,Subtitle,subtitle,0.012517635,1.02,FALSE,1,
S.AH.B.T.AY.T.AH.L.D,Subtitled,subtitled,0.011457054,0.76,FALSE,1,
S.AH.B.T.AY.T.AH.L.Z,Subtitles,subtitles,0.012264528,28.14,FALSE,1,
S.AH.T.AH.L,subtle,subtle,0.016380513,6.94,TRUE,1,
S.AH.T.AH.L.ER,subtler,subtler,0.01338028,0.18,TRUE,1,
S.AH.T.AH.L.T.IY.Z,subtleties,subtleties,0.012672034,0.16,TRUE,1,
S.AH.T.AH.L.T.IY,subtlety,subtlety,0.013450014,0.78,TRUE,1,
S.AH.T.AH.L.IY,subtly,subtly,0.015351344,0.43,TRUE,1,
S.AH.B.T.R.AE.K.T,subtract,subtract,0.00633978,0.55,TRUE,1,
S.AH.B.T.R.AE.K.T.IH.D,subtracted,subtracted,0.008433491,0.08,TRUE,1,
S.AH.B.T.R.AE.K.T.IH.NG,subtracting,subtracting,0.010766806,0.24,TRUE,1,
S.AH.B.T.R.AE.K.SH.AH.N,subtraction,subtraction,0.026871661,0.2,TRUE,1,
S.AH.B.T.AY.P,subtype,subtype,0.003472283,0.04,TRUE,1,
S.AH.B.ER.B,suburb,suburb,0.004462188,0.59,TRUE,1,
S.AH.B.ER.B.AH.N,suburban,suburban,0.015154697,2.29,TRUE,1,
S.AH.B.ER.B.AH.N.AY.T,suburbanite,suburbanite,0.01142616,0.14,TRUE,1,
S.AH.B.ER.B.AH.N.AY.T.S,suburbanites,suburbanites,0.012657293,0.06,TRUE,1,
S.AH.B.ER.B.IY.AH,suburbia,suburbia,0.003843194,0.75,TRUE,1,
S.AH.B.ER.B.Z,suburbs,suburbs,0.003586007,2.35,TRUE,1,
S.AH.B.V.ER.ZH.AH.N,subversion,subversion,0.017474619,0.18,TRUE,1,
S.AH.B.V.ER.S.IH.V,subversive,subversive,0.005223017,1.06,TRUE,1,
S.AH.B.V.ER.S.IH.V.Z,subversives,subversives,0.00472819,0.14,TRUE,1,
S.AH.B.V.ER.T,subvert,subvert,0.004307014,0.33,TRUE,1,
S.AH.B.V.ER.T.IH.D,subverted,subverted,0.007421775,0.06,TRUE,1,
S.AH.B.V.ER.T.IH.NG,subverting,subverting,0.012259909,0.12,TRUE,1,
S.AH.B.V.ER.T.S,subverts,subverts,0.005572919,0.02,TRUE,1,
S.AH.B.W.EY,subway,subway,0.004323807,10.71,TRUE,1,
S.AH.B.W.EY.Z,subways,subways,0.003655295,0.65,TRUE,1,
S.AH.B.Z.IH.R.OW,Subzero,subzero,0.003557266,0.24,FALSE,1,
S.AH.K.S.IY.D,succeed,succeed,0.007092753,9.45,TRUE,1,
S.AH.K.S.IY.D.AH.D,succeeded,succeeded,0.009102748,3.65,TRUE,1,
S.AH.K.S.IY.D.IH.NG,succeeding,succeeding,0.012085397,0.69,TRUE,1,
S.AH.K.S.IY.D.Z,succeeds,succeeds,0.007275304,0.96,TRUE,1,
S.AH.K.S.EH.S,success,success,0.00814098,27.25,TRUE,1,
S.AH.K.S.EH.S.AH.Z,successes,successes,0.00735497,0.86,TRUE,1,
S.AH.K.S.EH.S.F.AH.L,successful,successful,0.011642925,20.33,TRUE,1,
S.AH.K.S.EH.S.F.AH.L.IY,successfully,successfully,0.015226896,3.8,TRUE,1,
S.AH.K.S.EH.SH.AH.N,succession,succession,0.023451136,0.94,TRUE,1,
S.AH.K.S.EH.S.IH.V,successive,successive,0.008256178,0.16,TRUE,1,
S.AH.K.S.EH.S.IH.V.L.IY,successively,successively,0.011299112,0.02,TRUE,1,
S.AH.K.S.EH.S.ER,successor,successor,0.007114414,1.67,TRUE,1,
S.AH.K.S.EH.S.ER.Z,successors,successors,0.007949162,0.04,TRUE,1,
S.AH.K.S.IH.NG.K.T,succinct,succinct,0.013822589,0.24,TRUE,1,
S.AH.K.S.IH.NG.K.T.L.IY,succinctly,succinctly,0.016248826,0.57,TRUE,1,
S.AH.K.ER,succor,succor,0.006895825,0.2,TRUE,1,
S.AH.K.Y.AH.L.IH.N.T,succulent,succulent,0.016047372,0.45,TRUE,1,
S.AH.K.Y.AH.L.AH.N.T.S,succulents,succulents,0.027836627,0.04,TRUE,1,
S.AH.K.AH.M,succumb,succumb,0.008926861,0.37,TRUE,1,
S.AH.K.AH.M.D,succumbed,succumbed,0.007227661,0.63,TRUE,1,
S.AH.K.AH.M.IH.NG,succumbing,succumbing,0.011551754,0.22,TRUE,1,
S.AH.K.AH.M.Z,succumbs,succumbs,0.007380088,0.08,TRUE,1,
S.AH.CH,such,such,0.006683678,291.22,TRUE,1,
S.AH.K,suck,suck,0.008763321,34.88,TRUE,1,
S.AH.K.T,sucked,sucked,0.008047182,10.12,TRUE,1,
S.AH.K.ER,sucker,sucker,0.006895825,16.35,TRUE,1,
S.AH.K.ER.D,suckered,suckered,0.006383405,0.67,TRUE,1,
S.AH.K.ER.Z,suckers,suckers,0.00763041,4.92,TRUE,1,
S.AH.K.IH.NG,sucking,sucking,0.017134364,7.37,TRUE,1,
S.AH.K.AH.L,suckle,suckle,0.01611436,0.18,TRUE,1,
S.AH.K.L.IH.NG,suckling,suckling,0.014338845,0.35,TRUE,1,
S.AH.K.S,sucks,sucks,0.009937839,24.47,TRUE,1,
S.UW.K.ER,Sucre,sucre,0.002153353,0.8,FALSE,1,
S.UW.K.R.OW.S,sucrose,sucrose,0.001548934,0.02,TRUE,1,
S.AH.K.SH.AH.N,suction,suction,0.016703994,5.63,TRUE,1,
S.UW.D.AE.N,Sudan,sudan,0.002382191,0.82,FALSE,1,
S.UW.D.AH.N.IY.Z,Sudanese,sudanese,0.011657774,0.29,FALSE,1,
S.AH.D,Sudd,sudd,0.006924491,0.04,FALSE,1,
S.AH.D.AH.N,sudden,sudden,0.018082696,33.47,TRUE,1,
S.AH.D.AH.N.L.IY,suddenly,suddenly,0.015020577,55.96,TRUE,1,
S.AH.D.AH.N.N.AH.S,suddenness,suddenness,0.014148677,0.18,TRUE,1,
S.AH.D.Z,suds,suds,0.00581419,0.47,TRUE,1,
S.UW,Sue,sue,0.002712984,29.37,FALSE,1,
S.UW.D,sued,sued,0.002139843,4.86,TRUE,1,
S.W.EY.D,suede,suede,0.002172891,1.8,TRUE,1,
S.W.EY.D.Z,suedes,suedes,0.002959694,0.06,TRUE,1,
S.UW.Z,sues,sues,0.002657699,0.63,TRUE,1,
S.UW.IY,suey,suey,0.001482371,0.45,TRUE,1,
S.UW.EH.Z,Suez,suez,0.001282564,0.35,FALSE,1,
S.AH.F.ER,suffer,suffer,0.005572712,22.51,TRUE,1,
S.AH.F.ER.D,suffered,suffered,0.00539107,12.86,TRUE,1,
S.AH.F.ER.ER,sufferer,sufferer,0.004312825,0.08,TRUE,1,
S.AH.F.ER.ER.Z,sufferers,sufferers,0.005514918,0.24,TRUE,1,
S.AH.F.ER.IH.NG,suffering,suffering,0.013572884,19.43,TRUE,1,
S.AH.F.ER.IH.NG.Z,sufferings,sufferings,0.011689211,0.39,TRUE,1,
S.AH.F.ER.Z,suffers,suffers,0.006638075,3.47,TRUE,1,
S.AH.F.AY.S,suffice,suffice,0.003846117,1.65,TRUE,1,
S.AH.F.AY.S.T,sufficed,sufficed,0.007330904,0.24,TRUE,1,
S.AH.F.AY.S.IH.Z,suffices,suffices,0.00341302,0.24,TRUE,1,
S.AH.F.IH.SH.AH.N.S.IY,sufficiency,sufficiency,0.014684929,0.08,TRUE,1,
S.AH.F.IH.SH.AH.N.T,sufficient,sufficient,0.019694308,4.76,TRUE,1,
S.AH.F.IH.SH.AH.N.T.L.IY,sufficiently,sufficiently,0.020815719,1.39,TRUE,1,
S.AH.F.IH.K.S,suffix,suffix,0.005401635,0.04,TRUE,1,
S.AH.F.AH.K.EY.T,suffocate,suffocate,0.005524146,1.51,TRUE,1,
S.AH.F.AH.K.EY.T.IH.D,suffocated,suffocated,0.007554477,1.14,TRUE,1,
S.AH.F.AH.K.EY.T.IH.NG,suffocating,suffocating,0.012483249,1.47,TRUE,1,
S.AH.F.AH.K.EY.SH.AH.N,suffocation,suffocation,0.022520526,0.75,TRUE,1,
S.AH.F.AH.K,Suffolk,suffolk,0.005948456,0.43,FALSE,1,
S.AH.F.R.IH.JH,suffrage,suffrage,0.003951169,0.1,TRUE,1,
S.AH.F.R.AH.JH.EH.T,Suffragette,suffragette,0.003934232,0.16,FALSE,1,
S.AH.F.R.AH.JH.IH.S.T,suffragist,suffragist,0.005347419,0.02,TRUE,1,
SH.UH.G.ER,sugar,sugar,0.000994692,37.76,TRUE,1,
SH.UH.G.ER.K.EY.N,sugarcane,sugarcane,0.001707259,0.12,TRUE,1,
SH.UH.G.ER.D,sugared,sugared,0.001957555,0.18,TRUE,1,
SH.UH.G.ER.Z,sugars,sugars,0.00320456,0.94,TRUE,1,
SH.UH.G.ER.IY,sugary,sugary,0.001494018,0.29,TRUE,1,
S.AH.G,Sugg,sugg,0.007453148,0.02,FALSE,1,
S.AH.G.JH.EH.S.T,suggest,suggest,0.008345985,39.24,TRUE,1,
S.AH.G.JH.EH.S.T.AH.D,suggested,suggested,0.011409202,10.29,TRUE,1,
S.AH.G.JH.EH.S.T.AH.B.AH.L,suggestible,suggestible,0.017601992,0.16,TRUE,1,
S.AH.G.JH.EH.S.T.IH.NG,suggesting,suggesting,0.014599628,10.8,TRUE,1,
S.AH.G.JH.EH.S.CH.AH.N,suggestion,suggestion,0.018221052,12.2,TRUE,1,
S.AH.G.JH.EH.S.CH.AH.N.Z,suggestions,suggestions,0.018635276,5.41,TRUE,1,
S.AH.G.JH.EH.S.T.IH.V,suggestive,suggestive,0.009794487,0.51,TRUE,1,
S.AH.G.JH.EH.S,suggests,suggests,0.005005117,5.02,TRUE,1,
S.UW.IY,Sui,sui,0.001482371,0.39,FALSE,1,
S.UW.AH.S.AY.D.AH.L,suicidal,suicidal,0.009645992,2.9,TRUE,1,
S.UW.AH.S.AY.D,suicide,suicide,0.002204295,34.25,TRUE,1,
S.UW.AH.S.AY.D.Z,suicides,suicides,0.003201589,1.78,TRUE,1,
S.UW.IH.NG,suing,suing,0.003296147,5.75,TRUE,1,
S.W.IH.S,Suisse,suisse,0.003867979,0.08,FALSE,1,
S.UW.T,suit,suit,0.00262005,68.61,TRUE,1,
S.UW.T.AH.B.IH.L.IH.T.IY,suitability,suitability,0.006388399,0.1,TRUE,1,
S.UW.T.AH.B.AH.L,suitable,suitable,0.01068334,4.84,TRUE,1,
S.UW.T.AH.B.L.IY,suitably,suitably,0.00672312,0.25,TRUE,1,
S.UW.T.K.EY.S,suitcase,suitcase,0.001582065,13.39,TRUE,1,
S.UW.T.K.EY.S.IH.Z,suitcases,suitcases,0.002554471,1.82,TRUE,1,
S.W.IY.T,suite,suite,0.002901621,16.65,TRUE,1,
