Word,Freq_SUBTLEXUS,BigramF_Avg_C_Log,OLD20,PLD20,Phonographic_N,Sem_N_D,NMorph,,TrigramF_Avg_C_Log,STRING,N2_F,N3_F,N2_F_log10,N3_F_log10,BigramF_Avg_C_Log_SCOPE,TrigramF_Avg_C_Log_SCOPE,
ton,2.583199,2.936131556,1,1,5,0.5730748,1,,0.875061263,ton,863.24,7.5,2.936131556,0.875061263,2.936634,0.9294189,
tone,2.935003,3.218033702,1,1,12,0.6277723,1,,2.660590401,tone,1652.09,457.71,3.218033702,2.660590401,3.218296,2.661538,
tong,2.068186,3.181600658,1.4,1.25,7,0.5532435,1,,2.644428741,tong,1519.15,440.99,3.181600658,2.644428741,3.181886,2.645412,
tongs,1.612784,2.676629604,1.7,1.7,5,0.2573232,2,,1.75868485,tongs,474.93,57.37,2.676629604,1.75868485,2.677543,1.76619,
tongue,3.201397,2.703153758,2.2,1.15,0,0.5900572,1,,2.045127307,tongue,504.84,110.95,2.703153758,2.045127307,2.704013,2.049024,
tonic,2.292256,2.687234576,1.7,1.7,6,0.4504282,2,,1.39252109,tonic,486.67,24.69,2.687234576,1.39252109,2.688126,1.409764,
tonight,4.323211,2.842702827,2.85,2.5,0,0.575351,2,,2.458758679,tonight,696.15,287.58,2.842702827,2.458758679,2.843326,2.460266,
tonsils,1.886491,2.809013979,0,0,0,0.3441295,2,,1.865340906,tonsils,644.19,73.34,2.809013979,1.865340906,2.809688,1.871223,
tony,3.544564,3.165935441,1.5,1.45,5,0.6579615,1,,1.627570664,tony,1465.33,42.42,3.165935441,1.627570664,NaN,NaN,
too,4.844794,3.095950031,1,1,12,0.6916078,1,,3.023198941,too,1247.24,1054.87,3.095950031,3.023198941,3.096298,3.02361,
took,4.24192,3.390456413,1.55,1.25,6,0.6883439,1,,2.972614713,took,2457.29,938.89,3.390456413,2.972614713,3.390633,2.973077,
tool,2.739572,3.313455922,1.45,1,6,0.6394392,1,,2.528659645,tool,2058.05,337.8,3.313455922,2.528659645,3.313667,2.529943,
toolbox,1.812913,2.335217116,NaN,NaN,NaN,NaN,NaN,,0.982271233,toolbox,216.38,9.6,2.335217116,0.982271233,NaN,NaN,
toolkit,0.90309,2.394276527,NaN,NaN,NaN,NaN,NaN,,0.915399835,toolkit,247.9,8.23,2.394276527,0.915399835,NaN,NaN,
toot,1.908485,3.324737094,1.25,1,8,0.2535914,1,,2.508866251,toot,2112.21,322.75,3.324737094,2.508866251,3.324943,2.51021,
tooth,2.840733,2.965399277,1.85,1.2,1,0.5676042,1,,1.855216195,tooth,923.42,71.65,2.965399277,1.855216195,2.965869,1.861236,
toothache,1.770852,1.841109084,3.8,2.9,0,0.2609636,2,,1.102090526,toothache,69.36,12.65,1.841109084,1.102090526,1.847326,1.135133,
toothbrush,2.40824,1.633569443,4.85,4.3,0,0.2710251,2,,0.715167358,toothbrush,43.01,5.19,1.633569443,0.715167358,1.643551,0.7916906,
toothless,1.462398,2.219951086,3,2.25,0,0.302385,2,,1.835563752,toothless,165.94,68.48,2.219951086,1.835563752,2.22256,1.84186,
toothpaste,2.206826,1.943741766,4.45,3.8,0,0.3501228,2,,0.777426822,toothpaste,87.85,5.99,1.943741766,0.777426822,1.948657,0.8444772,
toothpick,1.724276,1.863501301,4.05,3.45,0,0.2329725,2,,0.882524538,toothpick,73.03,7.63,1.863501301,0.882524538,1.869408,0.9360108,
toots,2.227887,2.880247498,0,0,7,NaN,2,,1.964966375,toots,759.01,92.25,2.880247498,1.964966375,2.880819,1.969649,
top,3.832892,2.932478838,1,1,15,0.678444,1,,2.371492709,top,856.01,235.23,2.932478838,2.371492709,2.932986,2.373335,
topic,2.434569,2.539126303,1.8,1.8,1,0.6148634,1,,1.200303183,topic,346.04,15.86,2.539126303,1.200303183,2.54038,1.226858,
topple,1.518514,3.134432125,2.15,1.85,1,0.3628524,1,,2.65660602,topple,1362.8,453.53,3.134432125,2.65660602,3.134751,2.657563,
torch,2.40654,3.289473006,1.9,1.9,2,0.5605107,1,,2.000824377,torch,1947.48,100.19,3.289473006,2.000824377,3.289696,2.005138,
tore,2.627366,3.671590269,1,1,13,0.5165262,1,,3.119895639,tore,4694.51,1317.94,3.671590269,3.119895639,3.671683,3.120225,
torn,2.74351,3.349240606,1.35,1.25,11,0.5847102,2,,2.101815786,torn,2234.81,126.42,3.349240606,2.101815786,3.349435,2.105238,
tornado,2.117271,2.732192651,2.85,3.4,0,0.5696014,1,,1.889805752,tornado,539.75,77.59,2.732192651,1.889805752,2.732997,1.895367,
torpedo,2.514548,2.648223358,2.85,3.1,0,0.5729923,1,,1.042969073,torpedo,444.86,11.04,2.648223358,1.042969073,2.649199,1.080626,
torque,1.579784,2.582813067,2.7,1.5,0,0.5722566,1,,1.369215857,torque,382.66,23.4,2.582813067,1.369215857,2.583947,1.38739,
tortilla,1.230449,2.544824299,3.6,2.6,0,0.3866592,1,,1.57599562,tortilla,350.61,37.67,2.544824299,1.57599562,2.546061,1.587374,
tortoise,1.763428,2.579589264,3.35,1.95,0,0.4738214,1,,1.823669813,tortoise,379.83,66.63,2.579589264,1.823669813,2.580731,1.830139,
torture,2.910091,2.97275346,2.5,2.1,0,0.5892586,1,,2.436067187,torture,939.19,272.94,2.97275346,2.436067187,2.973216,2.437655,
toss,2.801404,3.191917477,1.45,1.3,4,0.5246519,1,,1.794836458,toss,1555.67,62.35,3.191917477,1.794836458,3.192197,1.801747,
tot,1.740363,3.5837212,1,1,16,0.3495941,1,,0.053078443,tot,3834.61,1.13,3.5837212,0.053078443,3.583834,0.3283796,
total,3.283527,2.842103516,1.9,1.5,1,0.6683723,1,,2.245018871,total,695.19,175.8,2.842103516,2.245018871,2.842728,2.247482,
totally,3.641276,2.934245881,2.25,2,0,0.6291692,2,,2.444903163,totally,859.5,278.55,2.934245881,2.444903163,2.934751,2.446459,
tote,1.748188,3.012955269,1.5,1,10,0.2881015,1,,1.851808514,tote,1030.28,71.09,3.012955269,1.851808514,3.013377,1.857875,
totem,1.653213,3.05554269,1.95,2,1,0.4036316,1,,2.142827295,totem,1136.43,138.94,3.05554269,2.142827295,3.055925,2.145942,
totter,0.4771213,3.438092791,1.65,1.35,7,0.194661,1,,2.841722274,totter,2742.16,694.58,3.438092791,2.841722274,3.438251,2.842347,
touch,3.877083,3.532091606,1.7,1.6,1,0.6401907,1,,2.079976724,touch,3404.8,120.22,3.532091606,2.079976724,3.532219,2.083574,
touchdown,2.404834,2.08350262,3.8,3.5,0,0.5777292,2,,0.932473765,touchdown,121.2,8.56,2.08350262,0.932473765,2.087071,0.9804579,
touched,3.177825,3.348542394,1.9,1.9,1,0.5818231,2,,2.505299241,touched,2231.22,320.11,3.348542394,2.505299241,3.348737,2.506654,
touching,2.948902,3.272737141,2.4,1.95,0,0.5751403,2,,3.02558438,touching,1873.86,1060.68,3.272737141,3.02558438,3.272969,3.025994,
tough,3.66436,3.373110702,1.6,1.15,4,0.6118222,1,,2.11991541,tough,2361.08,131.8,3.373110702,2.11991541,3.373295,2.123198,
tougher,2.44248,3.169624479,2.3,1.75,3,0.4429041,2,,2.612423561,tougher,1477.83,409.66,3.169624479,2.612423561,3.169918,2.613482,
tour,3.196453,3.293927985,1.55,1.1,2,0.6596475,1,,3.037757073,tour,1967.56,1090.83,3.293927985,3.037757073,3.294149,3.038155,
tourist,2.376577,2.95679252,2.55,1.85,0,0.6150721,2,,2.047041103,tourist,905.3,111.44,2.95679252,2.047041103,2.957272,2.050921,
tourists,2.44248,2.706999257,2.75,2.5,0,0.6009464,3,,1.907572579,tourists,509.33,80.83,2.706999257,1.907572579,2.707851,1.912913,
tout,1.748188,3.106955426,1.4,1.1,7,0.3352627,1,,1.416474079,tout,1279.25,26.09,3.106955426,1.416474079,3.107295,1.432809,
tow,2.471292,3.349652394,1,1,7,0.5608715,1,,0.498310554,tow,2236.93,3.15,3.349652394,0.498310554,3.349846,0.6180481,
toward,3.068186,2.631748074,1.85,2.35,0,0.6746974,1,,2.137733795,toward,428.3,137.32,2.631748074,2.137733795,2.632761,2.140885,
towards,3.146128,2.783217309,2.3,2.55,0,0.6874155,2,,2.50081259,towards,607.04,316.82,2.783217309,2.50081259,2.783932,2.502181,
towel,2.859138,2.806227472,1.65,1.75,4,0.4049355,1,,2.348888723,towel,640.07,223.3,2.806227472,2.348888723,2.806905,2.350829,
tower,3.066699,3.366899019,1.45,1.2,4,0.6515226,1,,2.588182037,tower,2327.55,387.42,3.366899019,2.588182037,3.367086,2.589302,
towers,2.440909,2.771543388,1.75,1.5,4,0.6142914,2,,2.438874469,towers,590.94,274.71,2.771543388,2.438874469,2.772278,2.440453,
town,4.101919,3.176076782,1.6,1.55,2,0.6674219,1,,2.907846512,town,1499.95,808.81,3.176076782,2.907846512,3.176366,2.908383,
towns,2.465383,2.736858441,1.75,1.7,2,0.641163,2,,1.843295083,towns,545.58,69.71,2.736858441,1.843295083,2.737654,1.849481,
toxic,2.399674,2.488733984,1.85,2.65,0,0.5777862,2,,0.823474229,toxic,308.13,6.66,2.488733984,0.823474229,2.490141,0.8842288,
toy,2.934498,2.933578389,1.05,1.2,10,0.6052631,1,,1.14176323,toy,858.18,13.86,2.933578389,1.14176323,2.934084,1.172019,
toymaker,1.662758,2.645608917,NaN,NaN,NaN,NaN,NaN,,0.925827575,toymaker,442.19,8.43,2.645608917,0.925827575,NaN,NaN,
trace,2.995635,3.191964933,1.45,1.15,5,0.6139445,1,,2.635121684,trace,1555.84,431.64,3.191964933,2.635121684,3.192244,2.636127,
traces,2.41162,3.046530281,1.45,1.65,3,0.601542,2,,2.37165884,traces,1113.09,235.32,3.046530281,2.37165884,3.04692,2.3735,
track,3.45393,3.103108978,1.55,1.25,3,0.6732311,1,,2.489269246,track,1267.97,308.51,3.103108978,2.489269246,3.103451,2.490675,
tracked,2.399674,3.244148422,1.65,1.3,4,0.5684634,2,,2.20341368,tracked,1754.48,159.74,3.244148422,2.20341368,3.244396,2.206124,
tracking,2.828015,3.262484313,1.75,1.7,3,0.6100074,2,,3.01024906,tracking,1830.14,1023.88,3.262484313,3.01024906,3.262722,3.010673,
tracks,2.931966,2.676638748,1.65,1.45,3,0.6557339,2,,2.11320777,tracks,474.94,129.78,2.676638748,2.11320777,2.677552,2.116541,
tract,1.869232,3.005467944,1.75,1.3,1,0.5718837,1,,2.244029589,tract,1012.67,175.4,3.005467944,2.244029589,3.005897,2.246499,
tractor,2.281033,2.588148406,2.1,1.9,0,0.5631772,2,,2.014772474,tractor,387.39,103.46,2.588148406,2.014772474,2.589268,2.01895,
trade,3.254306,2.924888938,1.7,1.15,2,0.6741942,1,,2.398512899,trade,841.18,250.33,2.924888938,2.398512899,2.925405,2.400244,
trading,2.485721,3.533883858,1.85,1.5,2,0.644762,2,,3.295157901,trading,3418.88,1973.14,3.533883858,3.295157901,3.534011,3.295378,
tradition,2.843855,3.017667614,2.55,2.65,0,0.6635557,1,,2.764153707,tradition,1041.52,580.97,3.017667614,2.764153707,3.018084,2.764901,
traffic,3.162863,2.530814194,2.95,1.85,0,0.6505003,1,,1.958181498,traffic,339.48,90.82,2.530814194,1.958181498,2.532092,1.962937,
tragedy,2.859739,2.614200944,2.85,3.25,0,0.598054,1,,1.825880299,tragedy,411.34,66.97,2.614200944,1.825880299,2.615255,1.832317,
tragic,2.79588,2.632102828,2.65,2.8,0,0.5761873,1,,1.748730556,tragic,428.65,56.07,2.632102828,1.748730556,2.633115,1.756408,
trail,2.991226,3.045964166,1.6,1.15,5,0.6303712,1,,2.312410103,trail,1111.64,205.31,3.045964166,2.312410103,3.046355,2.31452,
trailer,2.763428,3.094425705,1.8,1.6,4,0.5803877,2,,1.956984368,trailer,1242.87,90.57,3.094425705,1.956984368,3.094775,1.961753,
train,3.685652,3.107698276,1.55,1.05,6,0.6678778,1,,2.744081653,train,1281.44,554.73,3.107698276,2.744081653,3.108037,2.744864,
trained,2.983626,3.285422274,1.7,1.45,5,0.6513931,2,,2.495113992,trained,1929.4,312.69,3.285422274,2.495113992,3.285647,2.496501,
trainer,2.454845,3.105411393,1.8,1.75,3,0.5892774,2,,2.400865961,trainer,1274.71,251.69,3.105411393,2.400865961,3.105752,2.402588,
training,3.25358,3.276620327,1.75,1.6,4,0.6728569,2,,3.015229783,training,1890.69,1035.69,3.276620327,3.015229783,3.27685,3.015649,
trait,1.748188,3.015099772,1.75,1.05,2,0.5598925,1,,2.29307514,trait,1035.38,196.37,3.015099772,2.29307514,3.015519,2.295281,
tramp,2.627366,2.828389184,1.7,1.55,3,0.4278897,1,,2.170555059,tramp,673.58,148.1,2.828389184,2.170555059,2.829033,2.173478,
trampoline,1.544068,2.536141623,3.75,4.8,0,0.3460599,1,,1.68069803,trampoline,343.67,47.94,2.536141623,1.68069803,2.537403,1.689664,
trance,2.429752,2.936317663,1.8,1.7,2,0.5580469,1,,2.452338544,trance,863.61,283.36,2.936317663,2.452338544,2.93682,2.453869,
transfer,3.020775,2.745761621,2.7,2.75,0,0.6602237,2,,1.866228247,transfer,556.88,73.49,2.745761621,1.866228247,2.746541,1.872098,
transform,2.053078,2.395675785,2.6,3,0,0.6027496,2,,1.927985947,transform,248.7,84.72,2.395675785,1.927985947,2.397419,1.933082,
translate,2.392697,2.465397724,2.65,2.75,0,0.5593139,1,,2.072323438,translate,292.01,118.12,2.465397724,2.072323438,2.466882,2.075985,
translation,2.380211,2.888516461,2.85,3.05,0,0.6354959,2,,2.730386548,translation,773.6,537.51,2.888516461,2.730386548,2.889077,2.731194,
transplant,2.416641,2.479560915,3.6,3.65,0,0.5554523,2,,1.714078165,transplant,301.69,51.77,2.479560915,1.714078165,2.480998,1.722387,
transportation,2.453318,2.012668534,4.2,4.35,0,0.6464229,3,,1.904931827,transportation,102.96,80.34,2.012668534,1.904931827,2.016866,1.910304,
trap,3.085291,2.459754249,1.5,1.15,4,0.6048192,1,,1.629715333,trap,288.24,42.63,2.459754249,1.629715333,2.461258,1.639785,
trapeze,1.845098,2.537831683,3,2.6,0,0.3398242,1,,1.764997599,trapeze,345.01,58.21,2.537831683,1.764997599,2.539089,1.772395,
trapped,3.013259,3.24767873,1.65,1.3,3,0.6028585,2,,2.447282098,trapped,1768.8,280.08,3.24767873,2.447282098,3.247924,2.44883,
traps,2.378398,2.877791613,1.65,1.35,2,0.5636436,2,,2.123165371,traps,754.73,132.79,2.877791613,2.123165371,2.878367,2.126424,
trash,3.059563,2.984185144,1.7,1.5,3,0.5561916,1,,2.288830281,trash,964.24,194.46,2.984185144,2.288830281,2.984635,2.291058,
trashy,1.740363,2.554973458,2.2,1.95,0,0.2514728,2,,1.683857205,trashy,358.9,48.29,2.554973458,1.683857205,2.556182,1.692759,
trauma,2.939519,2.500469756,2.75,2.25,0,0.5664728,1,,1.65571455,trauma,316.57,45.26,2.500469756,1.65571455,2.501839,1.665206,
travel,3.231215,2.754906138,1.85,1.8,1,0.6751794,1,,2.18704104,travel,568.73,153.83,2.754906138,2.18704104,2.755669,2.189855,
traveler,2.190332,2.754333043,2.4,2.35,1,0.5452775,2,,1.564429327,traveler,567.98,36.68,2.754333043,1.564429327,NaN,NaN,
travels,2.460898,2.755798657,2.05,1.85,1,0.6300241,2,,1.907733737,travels,569.9,80.86,2.755798657,1.907733737,2.75656,1.913072,
tray,2.613842,2.818443646,1.45,1.15,6,0.4910672,1,,1.643156466,tray,658.33,43.97,2.818443646,1.643156466,2.819103,1.652923,
tread,2.068186,3.140658857,1.65,1.4,3,0.3973965,1,,2.704990827,tread,1382.48,506.98,3.140658857,2.704990827,3.140973,2.705847,
treason,2.414973,2.829458161,2.7,2.1,0,0.5628583,1,,2.120244796,treason,675.24,131.9,2.829458161,2.120244796,2.830101,2.123525,
treasure,2.988113,2.713364521,2.25,1.95,0,0.599385,1,,2.312515856,treasure,516.85,205.36,2.713364521,2.312515856,2.714204,2.314626,
treat,3.422754,3.177770177,1.7,1.45,0,0.6122898,1,,2.836817639,treat,1505.81,686.78,3.177770177,2.836817639,3.178058,2.83745,
treated,3.08636,3.35336797,1.95,1.75,0,0.6466438,2,,2.742670154,treated,2256.15,552.93,3.35336797,2.742670154,3.35356,2.743455,
treatise,1.20412,2.968520306,2.75,1.95,0,0.5639164,1,,2.338177499,treatise,930.08,217.86,2.968520306,2.338177499,2.968987,2.340166,
treatment,2.993877,2.867243506,3,2.9,0,0.6590202,2,,2.558600583,treatment,736.62,361.91,2.867243506,2.558600583,2.867833,2.559799,
treats,2.502427,2.841991053,1.8,1.75,0,0.5614473,2,,2.104282207,treats,695.01,127.14,2.841991053,2.104282207,2.842615,2.107685,
treaty,2.380211,2.784866815,1.9,1.8,0,0.6132699,1,,2.109578547,treaty,609.35,128.7,2.784866815,2.109578547,2.785579,2.11294,
tree,3.520615,2.714983225,1.65,1.25,3,0.6584815,1,,2.260691366,tree,518.78,182.26,2.714983225,2.260691366,2.71582,2.263068,
trees,3.194792,3.294192777,1.75,1.25,4,0.6371367,2,,2.416474079,trees,1968.76,260.9,3.294192777,2.416474079,3.294413,2.418135,
treetop,1.146128,2.603653098,NaN,NaN,NaN,NaN,NaN,,1.690461893,treetop,401.47,49.03,2.603653098,1.690461893,NaN,NaN,
trek,2.361728,2.704304981,1.95,1.5,0,0.5757613,1,,1.607025878,trek,506.18,40.46,2.704304981,1.607025878,2.705162,1.617629,
trench,2.198657,2.840877349,1.85,1.85,2,0.5577144,1,,2.224014811,trench,693.23,167.5,2.840877349,2.224014811,2.841503,2.2266,
trend,2.029384,3.109737118,1.75,1.7,0,0.6254117,1,,2.049528122,trend,1287.47,112.08,3.109737118,2.049528122,3.110074,2.053386,
trespasser,0.845098,2.206906793,4,3.6,1,0.2142578,2,,1.49762065,trespasser,161.03,31.45,2.206906793,1.49762065,2.209595,1.511215,
trial,3.401228,3.020518727,1.8,1.9,0,0.6587339,2,,2.206744944,trial,1048.38,160.97,3.020518727,2.206744944,3.020933,2.209435,
triangle,2.340444,2.611351503,2.7,3.45,0,0.6004647,2,,1.672097858,triangle,408.65,47,2.611351503,1.672097858,2.612413,1.681241,
tribe,2.513218,2.882757845,1.75,1.6,5,0.6203781,1,,2.150142162,tribe,763.41,141.3,2.882757845,2.150142162,2.883326,2.153205,
tribute,2.428135,2.709566741,2.65,2.6,1,0.6269384,1,,1.602710945,tribute,512.35,40.06,2.709566741,1.602710945,2.710414,1.613419,
triceratops,0.4771213,2.442275901,NaN,NaN,NaN,NaN,NaN,,1.709948017,triceratops,276.87,51.28,2.442275901,1.709948017,NaN,NaN,
trick,3.382377,3.300938784,1.5,1,6,0.5958969,1,,2.410456665,trick,1999.58,257.31,3.300938784,2.410456665,3.301156,2.412141,
tricked,2.401401,3.277577128,1.8,1.4,4,0.513738,2,,2.263754389,tricked,1894.86,183.55,3.277577128,2.263754389,3.277806,2.266114,
trickle,1.230449,2.850591103,1.9,1.85,2,0.3454599,1,,2.087284391,trickle,708.91,122.26,2.850591103,2.087284391,2.851203,2.090822,
tricks,2.986772,2.730612722,1.65,1.5,6,0.5818747,2,,2.050766311,tricks,537.79,112.4,2.730612722,2.050766311,2.73142,2.054613,
tricky,2.609594,2.657763157,1.9,1.85,1,0.4649643,2,,1.818621726,tricky,454.74,65.86,2.657763157,1.818621726,2.658717,1.825166,
tricycle,1.447158,2.459919956,3.2,3,0,0.448268,2,,1.075181855,tricycle,288.35,11.89,2.459919956,1.075181855,2.461423,1.110253,
tried,3.979093,3.200409964,1.7,1.15,7,0.6700689,2,,2.560552203,tried,1586.39,363.54,3.200409964,2.560552203,3.200684,2.561745,
tries,2.907411,3.253401012,1.45,1.35,7,0.6399897,2,,2.462622575,tries,1792.26,290.15,3.253401012,2.462622575,3.253643,2.464117,
trig,1.60206,2.305136319,1.7,1.6,6,0.3044016,1,,1.561935763,trig,201.9,36.47,2.305136319,1.561935763,NaN,NaN,
trigger,2.935507,3.086238781,2.25,1.75,0,0.5952198,1,,1.849112166,trigger,1219.66,70.65,3.086238781,1.849112166,3.086595,1.855216,
trill,0.845098,3.264777696,1.65,1.05,6,0.3651105,1,,2.663220203,trill,1839.83,460.49,3.264777696,2.663220203,3.265014,2.664162,
trim,2.340444,2.350616237,1.5,1.2,7,0.564538,1,,1.716504164,trim,224.19,52.06,2.350616237,1.716504164,2.352549,1.724767,
trio,1.826075,2.302309278,1.8,1.8,0,0.6264777,1,,1.577951128,trio,200.59,37.84,2.302309278,1.577951128,2.304469,1.589279,
trip,3.623559,2.411148123,1.45,1.1,6,0.6540393,1,,1.849296541,trip,257.72,70.68,2.411148123,1.849296541,2.41283,1.855398,
tripe,1.623249,2.87992123,1.55,1.35,6,0.3246228,1,,2.112973459,tripe,758.44,129.71,2.87992123,2.112973459,2.880493,2.116309,
triple,2.681241,3.197332946,1.8,1.8,0,0.6221503,2,,2.64250409,triple,1575.19,439.04,3.197332946,2.64250409,3.197609,2.643492,
triplet,0.4771213,2.849456269,2.35,2.5,0,0.3859059,3,,1.813113754,triplet,707.06,65.03,2.849456269,1.813113754,2.85007,1.819741,
tripod,1.672098,2.617482623,2.35,2.75,1,0.415329,1,,1.392169149,tripod,414.46,24.67,2.617482623,1.392169149,2.618529,1.409426,
trite,1.612784,3.168986305,1.75,1.15,4,0.2475892,1,,2.710760288,trite,1475.66,513.76,3.168986305,2.710760288,3.169281,2.711605,
triumph,2.376577,2.660448051,2.75,2.85,0,0.5914536,1,,1.643452676,triumph,457.56,44,2.660448051,1.643452676,2.661396,1.653213,
trivia,1.662758,2.597124525,2.8,2.55,0,0.5901799,1,,1.651859269,trivia,395.48,44.86,2.597124525,1.651859269,2.598221,1.661434,
troll,2.143015,3.131846337,1.75,1.55,2,0.4692595,1,,1.192288613,troll,1354.71,15.57,3.131846337,1.192288613,3.132167,1.219323,
trombone,1.819544,2.66829271,3.4,3.65,0,0.5646309,1,,1.815378485,trombone,465.9,65.37,2.66829271,1.815378485,2.669224,1.821972,
troop,2.472756,2.981786906,1.9,1.5,1,0.5877088,1,,1.608846822,troop,958.93,40.63,2.981786906,1.608846822,2.98224,1.619406,
troops,2.992995,2.766197134,1.95,1.65,1,0.6398513,2,,1.734959761,troops,583.71,54.32,2.766197134,1.734959761,2.766941,1.742882,
trophy,2.586587,2.86281688,2.6,1.95,0,0.5987935,1,,1.533390708,trophy,729.15,34.15,2.86281688,1.533390708,2.863412,1.545925,
trot,1.968483,3.248826295,1.7,1.8,2,0.358882,1,,0.903089987,trot,1773.48,8,3.248826295,0.903089987,3.249071,0.9542425,
trouble,4.056981,2.95091954,2.5,1.75,0,0.6426575,1,,2.411821656,trouble,893.14,258.12,2.95091954,2.411821656,2.951406,2.413501,
troubled,2.540329,3.168747853,2.65,1.9,1,0.5874391,2,,2.1069724,troubled,1474.85,127.93,3.168747853,2.1069724,3.169042,2.110354,
trough,1.863323,3.185046102,1.75,1.85,0,0.5033371,1,,2.910912416,trough,1531.25,814.54,3.185046102,2.910912416,3.18533,2.911445,
troup,NaN,3.190298074,0,0,2,NaN,0,,2.384908698,troup,1549.88,242.61,3.190298074,2.384908698,NaN,NaN,
troupe,1.959041,3.062145591,1.95,1.5,0,0.5632234,1,,2.447901899,troupe,1153.84,280.48,3.062145591,2.447901899,3.062522,2.449448,
trouser,1.322219,3.170725107,2.3,2.5,0,0.3152351,1,,2.246572434,trouser,1481.58,176.43,3.170725107,2.246572434,3.171018,2.249027,
trousers,2.421604,2.843681172,2.75,2.75,0,0.5320594,2,,2.267758217,trousers,697.72,185.25,2.843681172,2.267758217,2.844303,2.270096,
trousseau,1.322219,2.340662199,0,0,0,0.1663273,1,,1.088136089,trousseau,219.11,12.25,2.340662199,1.088136089,2.34264,1.122216,
trout,2.313867,3.316632821,1.85,1.6,0,0.5647137,1,,2.972665592,trout,2073.16,939,3.316632821,2.972665592,3.316842,2.973128,
truce,2.344392,3.023643355,1.8,1.5,3,0.560254,1,,2.055034124,truce,1055.95,113.51,3.023643355,2.055034124,3.024054,2.058843,
truck,3.570193,2.885406457,1.65,1.5,2,0.6250392,1,,2.120113071,truck,768.08,131.86,2.885406457,2.120113071,2.885972,2.123394,
trucker,1.792392,2.972818193,1.8,1.85,2,0.3098154,2,,1.900585587,trucker,939.33,79.54,2.972818193,1.900585587,NaN,NaN,
trudge,1.113943,2.531861949,1.85,1.85,2,0.1783816,1,,1.519959181,trudge,340.3,33.11,2.531861949,1.519959181,2.533136,1.532882,
TRUE,4.11133,2.573092177,1.8,1,1,0.6824963,1,,2.392872745,TRUE,374.19,247.1,2.573092177,2.392872745,2.574251,2.394627,
truly,3.262688,3.293070717,2,1.95,0,0.6340809,2,,2.090575455,truly,1963.68,123.19,3.293070717,2.090575455,3.293292,2.094087,
trump,2.064458,2.682623349,1.75,1.75,3,0.5101824,1,,2.052540046,trump,481.53,112.86,2.682623349,2.052540046,2.683524,2.056371,
trumpet,2.324282,2.523069793,2.55,2.7,1,0.5725403,1,,1.391111614,trumpet,333.48,24.61,2.523069793,1.391111614,2.52437,1.40841,
trunk,3.004751,3.075700215,1.85,1.8,1,0.5848386,1,,2.152869054,trunk,1190.42,142.19,3.075700215,2.152869054,3.076065,2.155913,
trust,3.958468,3.079116097,1.6,1.5,2,0.6541989,1,,2.194042328,trust,1199.82,156.33,3.079116097,2.194042328,3.079478,2.196812,
trusted,2.932981,3.284947068,1.9,1.95,1,0.5697036,2,,2.522248561,trusted,1927.29,332.85,3.284947068,2.522248561,3.285172,2.523551,
trusting,2.469822,3.306828037,1.9,1.9,0,0.4066007,2,,3.027251728,trusting,2026.88,1064.76,3.306828037,3.027251728,3.307042,3.027659,
trusty,1.863323,2.612275117,1.8,1.75,2,0.2907747,2,,1.265760917,trusty,409.52,18.44,2.612275117,1.265760917,2.613334,1.288696,
truth,3.991315,3.013738609,1.9,1.7,1,0.6461847,1,,2.504470862,truth,1032.14,319.5,3.013738609,2.504470862,3.014159,2.505828,
truthful,2.041393,2.441977767,2.95,2.55,0,0.3963162,2,,1.867349617,truthful,276.68,73.68,2.441977767,1.867349617,2.443545,1.873204,
try,4.385874,2.525239224,1.5,1.05,4,0.6633666,1,,2.407118854,try,335.15,255.34,2.525239224,2.407118854,2.526533,2.408816,
trying,4.358886,3.295837488,1.75,1.7,4,0.6639572,2,,3.084079146,trying,1976.23,1213.61,3.295837488,3.084079146,3.296057,3.084437,
tryst,1.322219,2.929245173,1.95,1.55,1,0.3180763,1,,-0.173925197,tryst,849.66,0.67,2.929245173,-0.173925197,2.929756,0.2227165,
tsar,1.30103,2.679327943,1.9,1.65,1,0.5649346,1,,0.075546961,tsar,477.89,1.19,2.679327943,0.075546961,2.680236,0.3404441,
tsunami,1.447158,2.276116989,3.75,3.7,0,0.5503846,1,,-0.251811973,tsunami,188.85,0.56,2.276116989,-0.251811973,NaN,NaN,
tub,2.811575,1.50731604,1.3,1.1,12,0.453384,1,,0.923761961,tub,32.16,8.39,1.50731604,0.923761961,1.520615,0.9726656,
tuba,1.792392,2.07773118,1.75,1.8,2,0.4609528,1,,1.245018871,tuba,119.6,17.58,2.07773118,1.245018871,2.081347,1.269046,
tube,2.923762,2.097222593,1.65,1.25,2,0.6145207,1,,1.260071388,tube,125.09,18.2,2.097222593,1.260071388,2.100681,1.283301,
tubes,2.528917,2.986184816,1.7,1.6,3,0.5895687,2,,1.203032887,tubes,968.69,15.96,2.986184816,1.203032887,2.986633,1.229426,
tuck,2.609594,3.168839128,1.4,1,12,0.4830689,1,,1.68645751,tuck,1475.16,48.58,3.168839128,1.68645751,3.169133,1.695307,
tuesday,3.081707,2.249467414,3.3,2.6,0,0.5812038,2,,1.561459171,tuesday,177.61,36.43,2.249467414,1.561459171,2.251906,1.57322,
tug,2.149219,1.566555331,1.45,1.15,15,0.5570722,1,,0.761175813,tug,36.86,5.77,1.566555331,0.761175813,1.578181,0.8305887,
